"MTU (CET)","Generation - Sum [MW] (D) / BZN|DE-AT-LU","Generation - Solar  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Offshore  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Onshore  [MW] (D) / BZN|DE-AT-LU"
"23.02.2017 13:00 - 23.02.2017 13:15 (CET)","31861","8643","3487","19731"
"23.02.2017 13:15 - 23.02.2017 13:30 (CET)","32176","8537","3515","20124"
"23.02.2017 13:30 - 23.02.2017 13:45 (CET)","32439","8370","3536","20533"
"23.02.2017 13:45 - 23.02.2017 14:00 (CET)","32556","8067","3555","20934"
"23.02.2017 14:00 - 23.02.2017 14:15 (CET)","32717","7785","3577","21355"
"23.02.2017 14:15 - 23.02.2017 14:30 (CET)","32840","7423","3573","21844"
"23.02.2017 14:30 - 23.02.2017 14:45 (CET)","32891","6977","3566","22348"
"23.02.2017 14:45 - 23.02.2017 15:00 (CET)","32918","6501","3561","22856"
"23.02.2017 15:00 - 23.02.2017 15:15 (CET)","32898","5983","3552","23363"
"23.02.2017 15:15 - 23.02.2017 15:30 (CET)","32809","5420","3542","23847"
"23.02.2017 15:30 - 23.02.2017 15:45 (CET)","32670","4803","3525","24342"
"23.02.2017 15:45 - 23.02.2017 16:00 (CET)","32501","4170","3510","24821"
"23.02.2017 16:00 - 23.02.2017 16:15 (CET)","32212","3513","3483","25216"
"23.02.2017 16:15 - 23.02.2017 16:30 (CET)","31766","2854","3470","25442"
"23.02.2017 16:30 - 23.02.2017 16:45 (CET)","31320","2195","3454","25671"
"23.02.2017 16:45 - 23.02.2017 17:00 (CET)","30904","1571","3436","25897"
"23.02.2017 17:00 - 23.02.2017 17:15 (CET)","30546","987","3423","26136"
"23.02.2017 17:15 - 23.02.2017 17:30 (CET)","30266","497","3374","26395"
"23.02.2017 17:30 - 23.02.2017 17:45 (CET)","30185","199","3321","26665"
"23.02.2017 17:45 - 23.02.2017 18:00 (CET)","30234","52","3268","26914"
"23.02.2017 18:00 - 23.02.2017 18:15 (CET)","30325","16","3200","27109"
"23.02.2017 18:15 - 23.02.2017 18:30 (CET)","30343","11","3099","27233"
"23.02.2017 18:30 - 23.02.2017 18:45 (CET)","30325","9","2996","27320"
"23.02.2017 18:45 - 23.02.2017 19:00 (CET)","30283","8","2887","27388"
"23.02.2017 19:00 - 23.02.2017 19:15 (CET)","30211","0","2771","27440"
"23.02.2017 19:15 - 23.02.2017 19:30 (CET)","30078","0","2780","27298"
"23.02.2017 19:30 - 23.02.2017 19:45 (CET)","29952","0","2782","27170"
"23.02.2017 19:45 - 23.02.2017 20:00 (CET)","29827","0","2776","27051"
"23.02.2017 20:00 - 23.02.2017 20:15 (CET)","29769","0","2820","26949"
"23.02.2017 20:15 - 23.02.2017 20:30 (CET)","29938","0","2956","26982"
"23.02.2017 20:30 - 23.02.2017 20:45 (CET)","30115","0","3089","27026"
"23.02.2017 20:45 - 23.02.2017 21:00 (CET)","30284","0","3222","27062"
"23.02.2017 21:00 - 23.02.2017 21:15 (CET)","30403","0","3347","27056"
"23.02.2017 21:15 - 23.02.2017 21:30 (CET)","30458","0","3450","27008"
"23.02.2017 21:30 - 23.02.2017 21:45 (CET)","30506","0","3553","26953"
"23.02.2017 21:45 - 23.02.2017 22:00 (CET)","30581","0","3656","26925"
"23.02.2017 22:00 - 23.02.2017 22:15 (CET)","30643","0","3751","26892"
"23.02.2017 22:15 - 23.02.2017 22:30 (CET)","30702","0","3794","26908"
"23.02.2017 22:30 - 23.02.2017 22:45 (CET)","30671","0","3845","26826"
"23.02.2017 22:45 - 23.02.2017 23:00 (CET)","30645","0","3891","26754"
"23.02.2017 23:00 - 23.02.2017 23:15 (CET)","30713","0","3927","26786"
"23.02.2017 23:15 - 23.02.2017 23:30 (CET)","30802","0","3941","26861"
"23.02.2017 23:30 - 23.02.2017 23:45 (CET)","30923","0","3951","26972"
"23.02.2017 23:45 - 24.02.2017 00:00 (CET)","31044","0","3966","27078"
"24.02.2017 00:00 - 24.02.2017 00:15 (CET)","37260","0","3760","33500"
"24.02.2017 00:15 - 24.02.2017 00:30 (CET)","37396","0","3780","33616"
"24.02.2017 00:30 - 24.02.2017 00:45 (CET)","37460","0","3796","33664"
"24.02.2017 00:45 - 24.02.2017 01:00 (CET)","37524","0","3811","33713"
"24.02.2017 01:00 - 24.02.2017 01:15 (CET)","37580","0","3825","33755"
"24.02.2017 01:15 - 24.02.2017 01:30 (CET)","37415","0","3844","33571"
"24.02.2017 01:30 - 24.02.2017 01:45 (CET)","37276","0","3866","33410"
"24.02.2017 01:45 - 24.02.2017 02:00 (CET)","37206","0","3891","33315"
"24.02.2017 02:00 - 24.02.2017 02:15 (CET)","37353","0","3915","33438"
"24.02.2017 02:15 - 24.02.2017 02:30 (CET)","37235","0","3926","33309"
"24.02.2017 02:30 - 24.02.2017 02:45 (CET)","37160","0","3936","33224"
"24.02.2017 02:45 - 24.02.2017 03:00 (CET)","37019","0","3948","33071"
"24.02.2017 03:00 - 24.02.2017 03:15 (CET)","36814","0","3959","32855"
"24.02.2017 03:15 - 24.02.2017 03:30 (CET)","36489","0","3972","32517"
"24.02.2017 03:30 - 24.02.2017 03:45 (CET)","36078","0","3979","32099"
"24.02.2017 03:45 - 24.02.2017 04:00 (CET)","35897","0","3985","31912"
"24.02.2017 04:00 - 24.02.2017 04:15 (CET)","35647","0","4043","31604"
"24.02.2017 04:15 - 24.02.2017 04:30 (CET)","35282","0","4030","31252"
"24.02.2017 04:30 - 24.02.2017 04:45 (CET)","34873","0","4018","30855"
"24.02.2017 04:45 - 24.02.2017 05:00 (CET)","34470","0","4004","30466"
"24.02.2017 05:00 - 24.02.2017 05:15 (CET)","34096","0","3985","30111"
"24.02.2017 05:15 - 24.02.2017 05:30 (CET)","33756","0","3951","29805"
"24.02.2017 05:30 - 24.02.2017 05:45 (CET)","33429","0","3914","29515"
"24.02.2017 05:45 - 24.02.2017 06:00 (CET)","33082","0","3879","29203"
"24.02.2017 06:00 - 24.02.2017 06:15 (CET)","32676","0","3832","28844"
"24.02.2017 06:15 - 24.02.2017 06:30 (CET)","32332","0","3771","28561"
"24.02.2017 06:30 - 24.02.2017 06:45 (CET)","31819","1","3714","28104"
"24.02.2017 06:45 - 24.02.2017 07:00 (CET)","31362","2","3652","27708"
"24.02.2017 07:00 - 24.02.2017 07:15 (CET)","30936","39","3585","27312"
"24.02.2017 07:15 - 24.02.2017 07:30 (CET)","30398","147","3452","26799"
"24.02.2017 07:30 - 24.02.2017 07:45 (CET)","30097","413","3314","26370"
"24.02.2017 07:45 - 24.02.2017 08:00 (CET)","29933","869","3175","25889"
"24.02.2017 08:00 - 24.02.2017 08:15 (CET)","29939","1485","3040","25414"
"24.02.2017 08:15 - 24.02.2017 08:30 (CET)","30042","2199","2939","24904"
"24.02.2017 08:30 - 24.02.2017 08:45 (CET)","30137","2978","2836","24323"
"24.02.2017 08:45 - 24.02.2017 09:00 (CET)","30217","3778","2734","23705"
"24.02.2017 09:00 - 24.02.2017 09:15 (CET)","30284","4608","2641","23035"
"24.02.2017 09:15 - 24.02.2017 09:30 (CET)","30556","5441","2580","22535"
"24.02.2017 09:30 - 24.02.2017 09:45 (CET)","30827","6278","2515","22034"
"24.02.2017 09:45 - 24.02.2017 10:00 (CET)","31110","7139","2450","21521"
"24.02.2017 10:00 - 24.02.2017 10:15 (CET)","31396","7972","2391","21033"
"24.02.2017 10:15 - 24.02.2017 10:30 (CET)","31775","8743","2386","20646"
"24.02.2017 10:30 - 24.02.2017 10:45 (CET)","32077","9430","2383","20264"
"24.02.2017 10:45 - 24.02.2017 11:00 (CET)","32325","10064","2381","19880"
"24.02.2017 11:00 - 24.02.2017 11:15 (CET)","32535","10639","2383","19513"
"24.02.2017 11:15 - 24.02.2017 11:30 (CET)","32667","11124","2394","19149"
"24.02.2017 11:30 - 24.02.2017 11:45 (CET)","32648","11506","2409","18733"
"24.02.2017 11:45 - 24.02.2017 12:00 (CET)","32622","11863","2421","18338"
"24.02.2017 12:00 - 24.02.2017 12:15 (CET)","32544","12148","2436","17960"
"24.02.2017 12:15 - 24.02.2017 12:30 (CET)","32340","12299","2442","17599"
"24.02.2017 12:30 - 24.02.2017 12:45 (CET)","32051","12365","2443","17243"
"24.02.2017 12:45 - 24.02.2017 13:00 (CET)","31706","12395","2442","16869"
"24.02.2017 13:00 - 24.02.2017 13:15 (CET)","31303","12348","2446","16509"
"24.02.2017 13:15 - 24.02.2017 13:30 (CET)","30884","12170","2469","16245"
"24.02.2017 13:30 - 24.02.2017 13:45 (CET)","30340","11878","2496","15966"
"24.02.2017 13:45 - 24.02.2017 14:00 (CET)","29718","11514","2521","15683"
"24.02.2017 14:00 - 24.02.2017 14:15 (CET)","29068","11095","2547","15426"
"24.02.2017 14:15 - 24.02.2017 14:30 (CET)","28292","10596","2588","15108"
"24.02.2017 14:30 - 24.02.2017 14:45 (CET)","27415","9993","2628","14794"
"24.02.2017 14:45 - 24.02.2017 15:00 (CET)","26471","9322","2672","14477"
"24.02.2017 15:00 - 24.02.2017 15:15 (CET)","25461","8596","2710","14155"
"24.02.2017 15:15 - 24.02.2017 15:30 (CET)","24357","7811","2730","13816"
"24.02.2017 15:30 - 24.02.2017 15:45 (CET)","23197","6967","2756","13474"
"24.02.2017 15:45 - 24.02.2017 16:00 (CET)","22015","6089","2774","13152"
"24.02.2017 16:00 - 24.02.2017 16:15 (CET)","20782","5165","2791","12826"
"24.02.2017 16:15 - 24.02.2017 16:30 (CET)","19474","4228","2786","12460"
"24.02.2017 16:30 - 24.02.2017 16:45 (CET)","18137","3254","2773","12110"
"24.02.2017 16:45 - 24.02.2017 17:00 (CET)","16814","2300","2767","11747"
"24.02.2017 17:00 - 24.02.2017 17:15 (CET)","15574","1405","2752","11417"
"24.02.2017 17:15 - 24.02.2017 17:30 (CET)","14615","682","2747","11186"
"24.02.2017 17:30 - 24.02.2017 17:45 (CET)","13946","255","2741","10950"
"24.02.2017 17:45 - 24.02.2017 18:00 (CET)","13537","64","2727","10746"
"24.02.2017 18:00 - 24.02.2017 18:15 (CET)","13305","16","2718","10571"
"24.02.2017 18:15 - 24.02.2017 18:30 (CET)","13226","10","2691","10525"
"24.02.2017 18:30 - 24.02.2017 18:45 (CET)","13149","9","2660","10480"
"24.02.2017 18:45 - 24.02.2017 19:00 (CET)","13071","8","2622","10441"
"24.02.2017 19:00 - 24.02.2017 19:15 (CET)","13018","0","2583","10435"
"24.02.2017 19:15 - 24.02.2017 19:30 (CET)","13083","0","2517","10566"
"24.02.2017 19:30 - 24.02.2017 19:45 (CET)","13154","0","2449","10705"
"24.02.2017 19:45 - 24.02.2017 20:00 (CET)","13221","0","2389","10832"
"24.02.2017 20:00 - 24.02.2017 20:15 (CET)","13297","0","2321","10976"
"24.02.2017 20:15 - 24.02.2017 20:30 (CET)","13391","0","2259","11132"
"24.02.2017 20:30 - 24.02.2017 20:45 (CET)","13486","0","2198","11288"
"24.02.2017 20:45 - 24.02.2017 21:00 (CET)","13581","0","2134","11447"
"24.02.2017 21:00 - 24.02.2017 21:15 (CET)","13673","0","2072","11601"
"24.02.2017 21:15 - 24.02.2017 21:30 (CET)","13758","0","2012","11746"
"24.02.2017 21:30 - 24.02.2017 21:45 (CET)","13844","0","1955","11889"
"24.02.2017 21:45 - 24.02.2017 22:00 (CET)","13940","0","1896","12044"
"24.02.2017 22:00 - 24.02.2017 22:15 (CET)","13993","0","1835","12158"
"24.02.2017 22:15 - 24.02.2017 22:30 (CET)","13948","0","1781","12167"
"24.02.2017 22:30 - 24.02.2017 22:45 (CET)","13907","0","1730","12177"
"24.02.2017 22:45 - 24.02.2017 23:00 (CET)","13864","0","1680","12184"
"24.02.2017 23:00 - 24.02.2017 23:15 (CET)","13794","0","1625","12169"
"24.02.2017 23:15 - 24.02.2017 23:30 (CET)","13699","0","1565","12134"
"24.02.2017 23:30 - 24.02.2017 23:45 (CET)","13604","0","1504","12100"
"24.02.2017 23:45 - 25.02.2017 00:00 (CET)","13510","0","1445","12065"
"25.02.2017 00:00 - 25.02.2017 00:15 (CET)","13881","0","1354","12527"
"25.02.2017 00:15 - 25.02.2017 00:30 (CET)","13754","0","1307","12447"
"25.02.2017 00:30 - 25.02.2017 00:45 (CET)","13624","0","1262","12362"
"25.02.2017 00:45 - 25.02.2017 01:00 (CET)","13483","0","1211","12272"
"25.02.2017 01:00 - 25.02.2017 01:15 (CET)","13553","0","1165","12388"
"25.02.2017 01:15 - 25.02.2017 01:30 (CET)","13421","0","1170","12251"
"25.02.2017 01:30 - 25.02.2017 01:45 (CET)","13235","0","1177","12058"
"25.02.2017 01:45 - 25.02.2017 02:00 (CET)","13207","0","1185","12022"
"25.02.2017 02:00 - 25.02.2017 02:15 (CET)","13067","0","1200","11867"
"25.02.2017 02:15 - 25.02.2017 02:30 (CET)","12919","0","1233","11686"
"25.02.2017 02:30 - 25.02.2017 02:45 (CET)","12830","0","1264","11566"
"25.02.2017 02:45 - 25.02.2017 03:00 (CET)","12784","0","1293","11491"
"25.02.2017 03:00 - 25.02.2017 03:15 (CET)","12530","0","1329","11201"
"25.02.2017 03:15 - 25.02.2017 03:30 (CET)","12420","0","1371","11049"
"25.02.2017 03:30 - 25.02.2017 03:45 (CET)","12229","0","1419","10810"
"25.02.2017 03:45 - 25.02.2017 04:00 (CET)","12161","0","1470","10691"
"25.02.2017 04:00 - 25.02.2017 04:15 (CET)","12075","0","1446","10629"
"25.02.2017 04:15 - 25.02.2017 04:30 (CET)","11984","0","1500","10484"
"25.02.2017 04:30 - 25.02.2017 04:45 (CET)","11906","0","1559","10347"
"25.02.2017 04:45 - 25.02.2017 05:00 (CET)","11826","0","1612","10214"
"25.02.2017 05:00 - 25.02.2017 05:15 (CET)","11733","0","1671","10062"
"25.02.2017 05:15 - 25.02.2017 05:30 (CET)","11645","0","1768","9877"
"25.02.2017 05:30 - 25.02.2017 05:45 (CET)","11591","0","1859","9732"
"25.02.2017 05:45 - 25.02.2017 06:00 (CET)","11554","0","1957","9597"
"25.02.2017 06:00 - 25.02.2017 06:15 (CET)","11498","0","2048","9450"
"25.02.2017 06:15 - 25.02.2017 06:30 (CET)","11449","0","2142","9307"
"25.02.2017 06:30 - 25.02.2017 06:45 (CET)","11425","4","2232","9189"
"25.02.2017 06:45 - 25.02.2017 07:00 (CET)","11432","7","2327","9098"
"25.02.2017 07:00 - 25.02.2017 07:15 (CET)","11446","71","2429","8946"
"25.02.2017 07:15 - 25.02.2017 07:30 (CET)","11591","292","2521","8778"
"25.02.2017 07:30 - 25.02.2017 07:45 (CET)","12000","778","2609","8613"
"25.02.2017 07:45 - 25.02.2017 08:00 (CET)","12652","1498","2697","8457"
"25.02.2017 08:00 - 25.02.2017 08:15 (CET)","13418","2353","2789","8276"
"25.02.2017 08:15 - 25.02.2017 08:30 (CET)","14300","3311","2887","8102"
"25.02.2017 08:30 - 25.02.2017 08:45 (CET)","15332","4332","2985","8015"
"25.02.2017 08:45 - 25.02.2017 09:00 (CET)","16317","5358","3083","7876"
"25.02.2017 09:00 - 25.02.2017 09:15 (CET)","17754","6412","3177","8165"
"25.02.2017 09:15 - 25.02.2017 09:30 (CET)","18849","7461","3261","8127"
"25.02.2017 09:30 - 25.02.2017 09:45 (CET)","19951","8499","3346","8106"
"25.02.2017 09:45 - 25.02.2017 10:00 (CET)","21037","9492","3429","8116"
"25.02.2017 10:00 - 25.02.2017 10:15 (CET)","22099","10419","3508","8172"
"25.02.2017 10:15 - 25.02.2017 10:30 (CET)","23340","11297","3555","8488"
"25.02.2017 10:30 - 25.02.2017 10:45 (CET)","24558","12143","3604","8811"
"25.02.2017 10:45 - 25.02.2017 11:00 (CET)","25672","12899","3652","9121"
"25.02.2017 11:00 - 25.02.2017 11:15 (CET)","26688","13521","3693","9474"
"25.02.2017 11:15 - 25.02.2017 11:30 (CET)","27624","14040","3731","9853"
"25.02.2017 11:30 - 25.02.2017 11:45 (CET)","28455","14442","3762","10251"
"25.02.2017 11:45 - 25.02.2017 12:00 (CET)","29179","14728","3794","10657"
"25.02.2017 12:00 - 25.02.2017 12:15 (CET)","29794","14895","3823","11076"
"25.02.2017 12:15 - 25.02.2017 12:30 (CET)","30211","14881","3839","11491"
"25.02.2017 12:30 - 25.02.2017 12:45 (CET)","30521","14738","3855","11928"
"25.02.2017 12:45 - 25.02.2017 13:00 (CET)","30702","14525","3868","12309"
"25.02.2017 13:00 - 25.02.2017 13:15 (CET)","30774","14208","3876","12690"
"25.02.2017 13:15 - 25.02.2017 13:30 (CET)","30676","13779","3882","13015"
"25.02.2017 13:30 - 25.02.2017 13:45 (CET)","30468","13251","3889","13328"
"25.02.2017 13:45 - 25.02.2017 14:00 (CET)","30171","12677","3896","13598"
"25.02.2017 14:00 - 25.02.2017 14:15 (CET)","29765","12012","3903","13850"
"25.02.2017 14:15 - 25.02.2017 14:30 (CET)","29217","11308","3908","14001"
"25.02.2017 14:30 - 25.02.2017 14:45 (CET)","28628","10553","3913","14162"
"25.02.2017 14:45 - 25.02.2017 15:00 (CET)","27988","9747","3917","14324"
"25.02.2017 15:00 - 25.02.2017 15:15 (CET)","27330","8913","3921","14496"
"25.02.2017 15:15 - 25.02.2017 15:30 (CET)","26609","8016","3927","14666"
"25.02.2017 15:30 - 25.02.2017 15:45 (CET)","25833","7062","3935","14836"
"25.02.2017 15:45 - 25.02.2017 16:00 (CET)","25029","6096","3941","14992"
"25.02.2017 16:00 - 25.02.2017 16:15 (CET)","24198","5106","3948","15144"
"25.02.2017 16:15 - 25.02.2017 16:30 (CET)","23387","4116","3956","15315"
"25.02.2017 16:30 - 25.02.2017 16:45 (CET)","22596","3141","3965","15490"
"25.02.2017 16:45 - 25.02.2017 17:00 (CET)","21873","2212","3975","15686"
"25.02.2017 17:00 - 25.02.2017 17:15 (CET)","21284","1385","3985","15914"
"25.02.2017 17:15 - 25.02.2017 17:30 (CET)","20890","700","3993","16197"
"25.02.2017 17:30 - 25.02.2017 17:45 (CET)","20762","276","4001","16485"
"25.02.2017 17:45 - 25.02.2017 18:00 (CET)","20898","65","4009","16824"
"25.02.2017 18:00 - 25.02.2017 18:15 (CET)","21212","17","4017","17178"
"25.02.2017 18:15 - 25.02.2017 18:30 (CET)","21576","12","4024","17540"
"25.02.2017 18:30 - 25.02.2017 18:45 (CET)","21961","10","4032","17919"
"25.02.2017 18:45 - 25.02.2017 19:00 (CET)","22360","8","4037","18315"
"25.02.2017 19:00 - 25.02.2017 19:15 (CET)","22771","0","4040","18731"
"25.02.2017 19:15 - 25.02.2017 19:30 (CET)","23117","0","4041","19076"
"25.02.2017 19:30 - 25.02.2017 19:45 (CET)","23461","0","4043","19418"
"25.02.2017 19:45 - 25.02.2017 20:00 (CET)","23774","0","4046","19728"
"25.02.2017 20:00 - 25.02.2017 20:15 (CET)","23899","0","4050","19849"
"25.02.2017 20:15 - 25.02.2017 20:30 (CET)","24132","0","4053","20079"
"25.02.2017 20:30 - 25.02.2017 20:45 (CET)","24381","0","4057","20324"
"25.02.2017 20:45 - 25.02.2017 21:00 (CET)","24661","0","4061","20600"
"25.02.2017 21:00 - 25.02.2017 21:15 (CET)","24938","0","4066","20872"
"25.02.2017 21:15 - 25.02.2017 21:30 (CET)","25187","0","4070","21117"
"25.02.2017 21:30 - 25.02.2017 21:45 (CET)","25452","0","4075","21377"
"25.02.2017 21:45 - 25.02.2017 22:00 (CET)","25693","0","4079","21614"
"25.02.2017 22:00 - 25.02.2017 22:15 (CET)","25906","0","4083","21823"
"25.02.2017 22:15 - 25.02.2017 22:30 (CET)","26021","0","4085","21936"
"25.02.2017 22:30 - 25.02.2017 22:45 (CET)","26139","0","4085","22054"
"25.02.2017 22:45 - 25.02.2017 23:00 (CET)","26255","0","4087","22168"
"25.02.2017 23:00 - 25.02.2017 23:15 (CET)","26361","0","4088","22273"
"25.02.2017 23:15 - 25.02.2017 23:30 (CET)","26465","0","4090","22375"
"25.02.2017 23:30 - 25.02.2017 23:45 (CET)","26567","0","4089","22478"
"25.02.2017 23:45 - 26.02.2017 00:00 (CET)","26663","0","4091","22572"
"26.02.2017 00:00 - 26.02.2017 00:15 (CET)","28221","0","4016","24205"
"26.02.2017 00:15 - 26.02.2017 00:30 (CET)","28219","0","4018","24201"
"26.02.2017 00:30 - 26.02.2017 00:45 (CET)","28216","0","4022","24194"
"26.02.2017 00:45 - 26.02.2017 01:00 (CET)","28202","0","4026","24176"
"26.02.2017 01:00 - 26.02.2017 01:15 (CET)","27186","0","4029","23157"
"26.02.2017 01:15 - 26.02.2017 01:30 (CET)","27229","0","4028","23201"
"26.02.2017 01:30 - 26.02.2017 01:45 (CET)","27153","0","4031","23122"
"26.02.2017 01:45 - 26.02.2017 02:00 (CET)","27189","0","4031","23158"
"26.02.2017 02:00 - 26.02.2017 02:15 (CET)","27121","0","4034","23087"
"26.02.2017 02:15 - 26.02.2017 02:30 (CET)","27042","0","4032","23010"
"26.02.2017 02:30 - 26.02.2017 02:45 (CET)","26995","0","4030","22965"
"26.02.2017 02:45 - 26.02.2017 03:00 (CET)","26794","0","4032","22762"
"26.02.2017 03:00 - 26.02.2017 03:15 (CET)","26705","0","4030","22675"
"26.02.2017 03:15 - 26.02.2017 03:30 (CET)","26593","0","4031","22562"
"26.02.2017 03:30 - 26.02.2017 03:45 (CET)","26482","0","4030","22452"
"26.02.2017 03:45 - 26.02.2017 04:00 (CET)","26316","0","4030","22286"
"26.02.2017 04:00 - 26.02.2017 04:15 (CET)","26164","0","3959","22205"
"26.02.2017 04:15 - 26.02.2017 04:30 (CET)","26046","0","3964","22082"
"26.02.2017 04:30 - 26.02.2017 04:45 (CET)","25881","0","3961","21920"
"26.02.2017 04:45 - 26.02.2017 05:00 (CET)","25741","0","3967","21774"
"26.02.2017 05:00 - 26.02.2017 05:15 (CET)","25580","0","3964","21616"
"26.02.2017 05:15 - 26.02.2017 05:30 (CET)","25514","0","3967","21547"
"26.02.2017 05:30 - 26.02.2017 05:45 (CET)","25376","0","3967","21409"
"26.02.2017 05:45 - 26.02.2017 06:00 (CET)","25254","0","3970","21284"
"26.02.2017 06:00 - 26.02.2017 06:15 (CET)","25160","0","3967","21193"
"26.02.2017 06:15 - 26.02.2017 06:30 (CET)","25105","0","3970","21135"
"26.02.2017 06:30 - 26.02.2017 06:45 (CET)","24998","1","3973","21024"
"26.02.2017 06:45 - 26.02.2017 07:00 (CET)","24886","2","3974","20910"
"26.02.2017 07:00 - 26.02.2017 07:15 (CET)","24833","47","3975","20811"
"26.02.2017 07:15 - 26.02.2017 07:30 (CET)","24864","169","3976","20719"
"26.02.2017 07:30 - 26.02.2017 07:45 (CET)","25005","386","3977","20642"
"26.02.2017 07:45 - 26.02.2017 08:00 (CET)","25253","705","3978","20570"
"26.02.2017 08:00 - 26.02.2017 08:15 (CET)","25607","1112","3977","20518"
"26.02.2017 08:15 - 26.02.2017 08:30 (CET)","25998","1554","3975","20469"
"26.02.2017 08:30 - 26.02.2017 08:45 (CET)","26388","2028","3971","20389"
"26.02.2017 08:45 - 26.02.2017 09:00 (CET)","26842","2522","3966","20354"
"26.02.2017 09:00 - 26.02.2017 09:15 (CET)","27734","3018","3966","20750"
"26.02.2017 09:15 - 26.02.2017 09:30 (CET)","28170","3513","3962","20695"
"26.02.2017 09:30 - 26.02.2017 09:45 (CET)","28598","3995","3958","20645"
"26.02.2017 09:45 - 26.02.2017 10:00 (CET)","29023","4471","3952","20600"
"26.02.2017 10:00 - 26.02.2017 10:15 (CET)","29412","4911","3972","20529"
"26.02.2017 10:15 - 26.02.2017 10:30 (CET)","29738","5315","3970","20453"
"26.02.2017 10:30 - 26.02.2017 10:45 (CET)","30032","5687","3965","20380"
"26.02.2017 10:45 - 26.02.2017 11:00 (CET)","30294","6028","3964","20302"
"26.02.2017 11:00 - 26.02.2017 11:15 (CET)","30495","6324","3960","20211"
"26.02.2017 11:15 - 26.02.2017 11:30 (CET)","30624","6566","3954","20104"
"26.02.2017 11:30 - 26.02.2017 11:45 (CET)","30704","6755","3949","20000"
"26.02.2017 11:45 - 26.02.2017 12:00 (CET)","30754","6919","3942","19893"
"26.02.2017 12:00 - 26.02.2017 12:15 (CET)","30732","7032","3939","19761"
"26.02.2017 12:15 - 26.02.2017 12:30 (CET)","30608","7083","3928","19597"
"26.02.2017 12:30 - 26.02.2017 12:45 (CET)","30423","7077","3919","19427"
"26.02.2017 12:45 - 26.02.2017 13:00 (CET)","30211","7048","3909","19254"
"26.02.2017 13:00 - 26.02.2017 13:15 (CET)","29957","6985","3900","19072"
"26.02.2017 13:15 - 26.02.2017 13:30 (CET)","29585","6869","3887","18829"
"26.02.2017 13:30 - 26.02.2017 13:45 (CET)","29160","6700","3877","18583"
"26.02.2017 13:45 - 26.02.2017 14:00 (CET)","28736","6522","3863","18351"
"26.02.2017 14:00 - 26.02.2017 14:15 (CET)","28225","6289","3854","18082"
"26.02.2017 14:15 - 26.02.2017 14:30 (CET)","27647","5976","3836","17835"
"26.02.2017 14:30 - 26.02.2017 14:45 (CET)","27001","5599","3819","17583"
"26.02.2017 14:45 - 26.02.2017 15:00 (CET)","26345","5207","3800","17338"
