"MTU (CET)","Generation - Sum [MW] (D) / BZN|DE-AT-LU","Generation - Solar  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Offshore  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Onshore  [MW] (D) / BZN|DE-AT-LU"
"07.07.2015 03:00 - 07.07.2015 03:15 (CEST)","2143","0","550","1593"
"07.07.2015 03:15 - 07.07.2015 03:30 (CEST)","2145","0","544","1601"
"07.07.2015 03:30 - 07.07.2015 03:45 (CEST)","2164","0","538","1626"
"07.07.2015 03:45 - 07.07.2015 04:00 (CEST)","2183","0","532","1651"
"07.07.2015 04:00 - 07.07.2015 04:15 (CEST)","2078","0","409","1669"
"07.07.2015 04:15 - 07.07.2015 04:30 (CEST)","2117","0","420","1697"
"07.07.2015 04:30 - 07.07.2015 04:45 (CEST)","2154","0","435","1719"
"07.07.2015 04:45 - 07.07.2015 05:00 (CEST)","2179","1","446","1732"
"07.07.2015 05:00 - 07.07.2015 05:15 (CEST)","2244","28","464","1752"
"07.07.2015 05:15 - 07.07.2015 05:30 (CEST)","2382","113","486","1783"
"07.07.2015 05:30 - 07.07.2015 05:45 (CEST)","2584","254","510","1820"
"07.07.2015 05:45 - 07.07.2015 06:00 (CEST)","2915","534","532","1849"
"07.07.2015 06:00 - 07.07.2015 06:15 (CEST)","3344","907","565","1872"
"07.07.2015 06:15 - 07.07.2015 06:30 (CEST)","3802","1331","604","1867"
"07.07.2015 06:30 - 07.07.2015 06:45 (CEST)","4399","1879","647","1873"
"07.07.2015 06:45 - 07.07.2015 07:00 (CEST)","5239","2684","688","1867"
"07.07.2015 07:00 - 07.07.2015 07:15 (CEST)","6205","3623","727","1855"
"07.07.2015 07:15 - 07.07.2015 07:30 (CEST)","7248","4666","757","1825"
"07.07.2015 07:30 - 07.07.2015 07:45 (CEST)","8386","5806","788","1792"
"07.07.2015 07:45 - 07.07.2015 08:00 (CEST)","9594","7029","818","1747"
"07.07.2015 08:00 - 07.07.2015 08:15 (CEST)","10844","8294","842","1708"
"07.07.2015 08:15 - 07.07.2015 08:30 (CEST)","12120","9604","853","1663"
"07.07.2015 08:30 - 07.07.2015 08:45 (CEST)","13407","10933","863","1611"
"07.07.2015 08:45 - 07.07.2015 09:00 (CEST)","14723","12277","875","1571"
"07.07.2015 09:00 - 07.07.2015 09:15 (CEST)","15979","13561","875","1543"
"07.07.2015 09:15 - 07.07.2015 09:30 (CEST)","17237","14763","875","1599"
"07.07.2015 09:30 - 07.07.2015 09:45 (CEST)","18447","15911","873","1663"
"07.07.2015 09:45 - 07.07.2015 10:00 (CEST)","19587","17002","872","1713"
"07.07.2015 10:00 - 07.07.2015 10:15 (CEST)","20709","18028","868","1813"
"07.07.2015 10:15 - 07.07.2015 10:30 (CEST)","21709","18963","855","1891"
"07.07.2015 10:30 - 07.07.2015 10:45 (CEST)","22599","19804","841","1954"
"07.07.2015 10:45 - 07.07.2015 11:00 (CEST)","23350","20521","828","2001"
"07.07.2015 11:00 - 07.07.2015 11:15 (CEST)","24045","21159","819","2067"
"07.07.2015 11:15 - 07.07.2015 11:30 (CEST)","24675","21723","797","2155"
"07.07.2015 11:30 - 07.07.2015 11:45 (CEST)","25244","22209","774","2261"
"07.07.2015 11:45 - 07.07.2015 12:00 (CEST)","25733","22597","753","2383"
"07.07.2015 12:00 - 07.07.2015 12:15 (CEST)","26154","22908","750","2496"
"07.07.2015 12:15 - 07.07.2015 12:30 (CEST)","26494","23153","724","2617"
"07.07.2015 12:30 - 07.07.2015 12:45 (CEST)","26780","23321","696","2763"
"07.07.2015 12:45 - 07.07.2015 13:00 (CEST)","26927","23342","669","2916"
"07.07.2015 13:00 - 07.07.2015 13:15 (CEST)","26950","23264","640","3046"
"07.07.2015 13:15 - 07.07.2015 13:30 (CEST)","26829","23079","613","3137"
"07.07.2015 13:30 - 07.07.2015 13:45 (CEST)","26738","22861","587","3290"
"07.07.2015 13:45 - 07.07.2015 14:00 (CEST)","26506","22488","558","3460"
"07.07.2015 14:00 - 07.07.2015 14:15 (CEST)","26196","22056","539","3601"
"07.07.2015 14:15 - 07.07.2015 14:30 (CEST)","25817","21570","526","3721"
"07.07.2015 14:30 - 07.07.2015 14:45 (CEST)","25432","21040","514","3878"
"07.07.2015 14:45 - 07.07.2015 15:00 (CEST)","24990","20420","503","4067"
"07.07.2015 15:00 - 07.07.2015 15:15 (CEST)","24439","19774","472","4193"
"07.07.2015 15:15 - 07.07.2015 15:30 (CEST)","23830","19090","481","4259"
"07.07.2015 15:30 - 07.07.2015 15:45 (CEST)","23149","18321","487","4341"
"07.07.2015 15:45 - 07.07.2015 16:00 (CEST)","22315","17383","498","4434"
"07.07.2015 16:00 - 07.07.2015 16:15 (CEST)","21061","16367","198","4496"
"07.07.2015 16:15 - 07.07.2015 16:30 (CEST)","19996","15297","202","4497"
"07.07.2015 16:30 - 07.07.2015 16:45 (CEST)","18892","14207","205","4480"
"07.07.2015 16:45 - 07.07.2015 17:00 (CEST)","17855","13150","210","4495"
"07.07.2015 17:00 - 07.07.2015 17:15 (CEST)","16777","12077","226","4474"
"07.07.2015 17:15 - 07.07.2015 17:30 (CEST)","15697","10991","267","4439"
"07.07.2015 17:30 - 07.07.2015 17:45 (CEST)","14618","9909","307","4402"
"07.07.2015 17:45 - 07.07.2015 18:00 (CEST)","13575","8828","347","4400"
"07.07.2015 18:00 - 07.07.2015 18:15 (CEST)","12625","7778","425","4422"
"07.07.2015 18:15 - 07.07.2015 18:30 (CEST)","11773","6755","549","4469"
"07.07.2015 18:30 - 07.07.2015 18:45 (CEST)","11034","5805","674","4555"
"07.07.2015 18:45 - 07.07.2015 19:00 (CEST)","10434","4969","795","4670"
"07.07.2015 19:00 - 07.07.2015 19:15 (CEST)","9821","4186","910","4725"
"07.07.2015 19:15 - 07.07.2015 19:30 (CEST)","9246","3456","1013","4777"
"07.07.2015 19:30 - 07.07.2015 19:45 (CEST)","8708","2808","1116","4784"
"07.07.2015 19:45 - 07.07.2015 20:00 (CEST)","8351","2240","1218","4893"
"07.07.2015 20:00 - 07.07.2015 20:15 (CEST)","7977","1686","1297","4994"
"07.07.2015 20:15 - 07.07.2015 20:30 (CEST)","7596","1114","1342","5140"
"07.07.2015 20:30 - 07.07.2015 20:45 (CEST)","7277","626","1388","5263"
"07.07.2015 20:45 - 07.07.2015 21:00 (CEST)","7293","373","1436","5484"
"07.07.2015 21:00 - 07.07.2015 21:15 (CEST)","7347","196","1483","5668"
"07.07.2015 21:15 - 07.07.2015 21:30 (CEST)","7491","83","1532","5876"
"07.07.2015 21:30 - 07.07.2015 21:45 (CEST)","7692","17","1580","6095"
"07.07.2015 21:45 - 07.07.2015 22:00 (CEST)","7982","5","1628","6349"
"07.07.2015 22:00 - 07.07.2015 22:15 (CEST)","8250","0","1663","6587"
"07.07.2015 22:15 - 07.07.2015 22:30 (CEST)","8543","0","1705","6838"
"07.07.2015 22:30 - 07.07.2015 22:45 (CEST)","8787","0","1748","7039"
"07.07.2015 22:45 - 07.07.2015 23:00 (CEST)","9103","0","1790","7313"
"07.07.2015 23:00 - 07.07.2015 23:15 (CEST)","9341","0","1785","7556"
"07.07.2015 23:15 - 07.07.2015 23:30 (CEST)","9586","0","1793","7793"
"07.07.2015 23:30 - 07.07.2015 23:45 (CEST)","9881","0","1804","8077"
"07.07.2015 23:45 - 08.07.2015 00:00 (CEST)","10177","0","1813","8364"
"08.07.2015 00:00 - 08.07.2015 00:15 (CEST)","10560","0","1763","8797"
"08.07.2015 00:15 - 08.07.2015 00:30 (CEST)","10701","0","1768","8933"
"08.07.2015 00:30 - 08.07.2015 00:45 (CEST)","10849","0","1770","9079"
"08.07.2015 00:45 - 08.07.2015 01:00 (CEST)","11033","0","1769","9264"
"08.07.2015 01:00 - 08.07.2015 01:15 (CEST)","11249","0","1772","9477"
"08.07.2015 01:15 - 08.07.2015 01:30 (CEST)","11478","0","1771","9707"
"08.07.2015 01:30 - 08.07.2015 01:45 (CEST)","11782","0","1772","10010"
"08.07.2015 01:45 - 08.07.2015 02:00 (CEST)","12102","0","1771","10331"
"08.07.2015 02:00 - 08.07.2015 02:15 (CEST)","13424","0","1775","11649"
"08.07.2015 02:15 - 08.07.2015 02:30 (CEST)","13476","0","1779","11697"
"08.07.2015 02:30 - 08.07.2015 02:45 (CEST)","13529","0","1785","11744"
"08.07.2015 02:45 - 08.07.2015 03:00 (CEST)","13591","0","1791","11800"
"08.07.2015 03:00 - 08.07.2015 03:15 (CEST)","13641","0","1796","11845"
"08.07.2015 03:15 - 08.07.2015 03:30 (CEST)","13702","0","1821","11881"
"08.07.2015 03:30 - 08.07.2015 03:45 (CEST)","13794","0","1842","11952"
"08.07.2015 03:45 - 08.07.2015 04:00 (CEST)","13895","0","1867","12028"
"08.07.2015 04:00 - 08.07.2015 04:15 (CEST)","13970","0","1891","12079"
"08.07.2015 04:15 - 08.07.2015 04:30 (CEST)","14032","0","1898","12134"
"08.07.2015 04:30 - 08.07.2015 04:45 (CEST)","14093","0","1907","12186"
"08.07.2015 04:45 - 08.07.2015 05:00 (CEST)","14168","1","1914","12253"
"08.07.2015 05:00 - 08.07.2015 05:15 (CEST)","14216","17","1877","12322"
"08.07.2015 05:15 - 08.07.2015 05:30 (CEST)","14376","67","1883","12426"
"08.07.2015 05:30 - 08.07.2015 05:45 (CEST)","14590","152","1886","12552"
"08.07.2015 05:45 - 08.07.2015 06:00 (CEST)","14861","286","1894","12681"
"08.07.2015 06:00 - 08.07.2015 06:15 (CEST)","15210","506","1899","12805"
"08.07.2015 06:15 - 08.07.2015 06:30 (CEST)","15707","808","1907","12992"
"08.07.2015 06:30 - 08.07.2015 06:45 (CEST)","16325","1188","1916","13221"
"08.07.2015 06:45 - 08.07.2015 07:00 (CEST)","17163","1753","1923","13487"
"08.07.2015 07:00 - 08.07.2015 07:15 (CEST)","18033","2355","1930","13748"
"08.07.2015 07:15 - 08.07.2015 07:30 (CEST)","18965","2984","1938","14043"
"08.07.2015 07:30 - 08.07.2015 07:45 (CEST)","19930","3640","1948","14342"
"08.07.2015 07:45 - 08.07.2015 08:00 (CEST)","20944","4313","1956","14675"
"08.07.2015 08:00 - 08.07.2015 08:15 (CEST)","21985","4998","1964","15023"
"08.07.2015 08:15 - 08.07.2015 08:30 (CEST)","23150","5701","1964","15485"
"08.07.2015 08:30 - 08.07.2015 08:45 (CEST)","24362","6431","1966","15965"
"08.07.2015 08:45 - 08.07.2015 09:00 (CEST)","25629","7184","1967","16478"
"08.07.2015 09:00 - 08.07.2015 09:15 (CEST)","26834","7945","1956","16933"
"08.07.2015 09:15 - 08.07.2015 09:30 (CEST)","28183","8711","1958","17514"
"08.07.2015 09:30 - 08.07.2015 09:45 (CEST)","29510","9473","1958","18079"
"08.07.2015 09:45 - 08.07.2015 10:00 (CEST)","30818","10195","1961","18662"
"08.07.2015 10:00 - 08.07.2015 10:15 (CEST)","32096","10931","1964","19201"
"08.07.2015 10:15 - 08.07.2015 10:30 (CEST)","33314","11664","1966","19684"
"08.07.2015 10:30 - 08.07.2015 10:45 (CEST)","34478","12384","1965","20129"
"08.07.2015 10:45 - 08.07.2015 11:00 (CEST)","35541","13033","1967","20541"
"08.07.2015 11:00 - 08.07.2015 11:15 (CEST)","36526","13654","1971","20901"
"08.07.2015 11:15 - 08.07.2015 11:30 (CEST)","37447","14255","1975","21217"
"08.07.2015 11:30 - 08.07.2015 11:45 (CEST)","38330","14800","1979","21551"
"08.07.2015 11:45 - 08.07.2015 12:00 (CEST)","39248","15391","1984","21873"
"08.07.2015 12:00 - 08.07.2015 12:15 (CEST)","40014","15909","1965","22140"
"08.07.2015 12:15 - 08.07.2015 12:30 (CEST)","40752","16345","1973","22434"
"08.07.2015 12:30 - 08.07.2015 12:45 (CEST)","41406","16702","1978","22726"
"08.07.2015 12:45 - 08.07.2015 13:00 (CEST)","41883","16905","1988","22990"
"08.07.2015 13:00 - 08.07.2015 13:15 (CEST)","42287","17062","1993","23232"
"08.07.2015 13:15 - 08.07.2015 13:30 (CEST)","42630","17194","2000","23436"
"08.07.2015 13:30 - 08.07.2015 13:45 (CEST)","42990","17272","2005","23713"
"08.07.2015 13:45 - 08.07.2015 14:00 (CEST)","43055","17122","2013","23920"
"08.07.2015 14:00 - 08.07.2015 14:15 (CEST)","43025","16907","2018","24100"
"08.07.2015 14:15 - 08.07.2015 14:30 (CEST)","42759","16640","2020","24099"
"08.07.2015 14:30 - 08.07.2015 14:45 (CEST)","42464","16351","2019","24094"
"08.07.2015 14:45 - 08.07.2015 15:00 (CEST)","42181","16083","2020","24078"
"08.07.2015 15:00 - 08.07.2015 15:15 (CEST)","41934","15774","2017","24143"
"08.07.2015 15:15 - 08.07.2015 15:30 (CEST)","41610","15393","2016","24201"
"08.07.2015 15:30 - 08.07.2015 15:45 (CEST)","41159","14957","2013","24189"
"08.07.2015 15:45 - 08.07.2015 16:00 (CEST)","40589","14400","2011","24178"
"08.07.2015 16:00 - 08.07.2015 16:15 (CEST)","39955","13776","2034","24145"
"08.07.2015 16:15 - 08.07.2015 16:30 (CEST)","39149","13082","2042","24025"
"08.07.2015 16:30 - 08.07.2015 16:45 (CEST)","38260","12340","2050","23870"
"08.07.2015 16:45 - 08.07.2015 17:00 (CEST)","37411","11597","2069","23745"
"08.07.2015 17:00 - 08.07.2015 17:15 (CEST)","36484","10811","2074","23599"
"08.07.2015 17:15 - 08.07.2015 17:30 (CEST)","35387","9990","2073","23324"
"08.07.2015 17:30 - 08.07.2015 17:45 (CEST)","34196","9159","2073","22964"
"08.07.2015 17:45 - 08.07.2015 18:00 (CEST)","32887","8254","2073","22560"
"08.07.2015 18:00 - 08.07.2015 18:15 (CEST)","31675","7353","2077","22245"
"08.07.2015 18:15 - 08.07.2015 18:30 (CEST)","30405","6451","2083","21871"
"08.07.2015 18:30 - 08.07.2015 18:45 (CEST)","29127","5577","2087","21463"
"08.07.2015 18:45 - 08.07.2015 19:00 (CEST)","27957","4768","2093","21096"
"08.07.2015 19:00 - 08.07.2015 19:15 (CEST)","26776","4017","2099","20660"
"08.07.2015 19:15 - 08.07.2015 19:30 (CEST)","25727","3313","2099","20315"
"08.07.2015 19:30 - 08.07.2015 19:45 (CEST)","24737","2675","2099","19963"
"08.07.2015 19:45 - 08.07.2015 20:00 (CEST)","23822","2120","2097","19605"
"08.07.2015 20:00 - 08.07.2015 20:15 (CEST)","23046","1578","2099","19369"
"08.07.2015 20:15 - 08.07.2015 20:30 (CEST)","22289","1024","2099","19166"
"08.07.2015 20:30 - 08.07.2015 20:45 (CEST)","21546","546","2100","18900"
"08.07.2015 20:45 - 08.07.2015 21:00 (CEST)","21038","307","2099","18632"
"08.07.2015 21:00 - 08.07.2015 21:15 (CEST)","20720","147","2099","18474"
"08.07.2015 21:15 - 08.07.2015 21:30 (CEST)","20559","60","2099","18400"
"08.07.2015 21:30 - 08.07.2015 21:45 (CEST)","20445","18","2098","18329"
"08.07.2015 21:45 - 08.07.2015 22:00 (CEST)","20365","3","2098","18264"
"08.07.2015 22:00 - 08.07.2015 22:15 (CEST)","20298","0","2096","18202"
"08.07.2015 22:15 - 08.07.2015 22:30 (CEST)","20252","0","2093","18159"
"08.07.2015 22:30 - 08.07.2015 22:45 (CEST)","20192","0","2089","18103"
"08.07.2015 22:45 - 08.07.2015 23:00 (CEST)","20140","0","2086","18054"
"08.07.2015 23:00 - 08.07.2015 23:15 (CEST)","20136","0","2075","18061"
"08.07.2015 23:15 - 08.07.2015 23:30 (CEST)","20175","0","2076","18099"
"08.07.2015 23:30 - 08.07.2015 23:45 (CEST)","20179","0","2077","18102"
"08.07.2015 23:45 - 09.07.2015 00:00 (CEST)","20207","0","2080","18127"
"09.07.2015 00:00 - 09.07.2015 00:15 (CEST)","18945","0","2076","16869"
"09.07.2015 00:15 - 09.07.2015 00:30 (CEST)","18917","0","2082","16835"
"09.07.2015 00:30 - 09.07.2015 00:45 (CEST)","18867","0","2086","16781"
"09.07.2015 00:45 - 09.07.2015 01:00 (CEST)","18811","0","2091","16720"
"09.07.2015 01:00 - 09.07.2015 01:15 (CEST)","18725","0","2096","16629"
"09.07.2015 01:15 - 09.07.2015 01:30 (CEST)","18649","0","2094","16555"
"09.07.2015 01:30 - 09.07.2015 01:45 (CEST)","18581","0","2099","16482"
"09.07.2015 01:45 - 09.07.2015 02:00 (CEST)","18509","0","2098","16411"
"09.07.2015 02:00 - 09.07.2015 02:15 (CEST)","17267","0","2100","15167"
"09.07.2015 02:15 - 09.07.2015 02:30 (CEST)","17252","0","2100","15152"
"09.07.2015 02:30 - 09.07.2015 02:45 (CEST)","17220","0","2100","15120"
"09.07.2015 02:45 - 09.07.2015 03:00 (CEST)","17186","0","2099","15087"
"09.07.2015 03:00 - 09.07.2015 03:15 (CEST)","17170","0","2100","15070"
"09.07.2015 03:15 - 09.07.2015 03:30 (CEST)","17162","0","2100","15062"
"09.07.2015 03:30 - 09.07.2015 03:45 (CEST)","17147","0","2099","15048"
"09.07.2015 03:45 - 09.07.2015 04:00 (CEST)","17138","0","2098","15040"
"09.07.2015 04:00 - 09.07.2015 04:15 (CEST)","17158","0","2106","15052"
"09.07.2015 04:15 - 09.07.2015 04:30 (CEST)","17166","0","2107","15059"
"09.07.2015 04:30 - 09.07.2015 04:45 (CEST)","17178","0","2106","15072"
"09.07.2015 04:45 - 09.07.2015 05:00 (CEST)","17202","1","2105","15096"
"09.07.2015 05:00 - 09.07.2015 05:15 (CEST)","17274","15","2087","15172"
"09.07.2015 05:15 - 09.07.2015 05:30 (CEST)","17467","64","2089","15314"
"09.07.2015 05:30 - 09.07.2015 05:45 (CEST)","17704","147","2092","15465"
"09.07.2015 05:45 - 09.07.2015 06:00 (CEST)","18003","289","2092","15622"
"09.07.2015 06:00 - 09.07.2015 06:15 (CEST)","18426","516","2093","15817"
"09.07.2015 06:15 - 09.07.2015 06:30 (CEST)","18982","831","2094","16057"
"09.07.2015 06:30 - 09.07.2015 06:45 (CEST)","19589","1220","2096","16273"
"09.07.2015 06:45 - 09.07.2015 07:00 (CEST)","20430","1802","2095","16533"
"09.07.2015 07:00 - 09.07.2015 07:15 (CEST)","21331","2428","2100","16803"
"09.07.2015 07:15 - 09.07.2015 07:30 (CEST)","22326","3081","2102","17143"
"09.07.2015 07:30 - 09.07.2015 07:45 (CEST)","23396","3771","2104","17521"
"09.07.2015 07:45 - 09.07.2015 08:00 (CEST)","24500","4462","2106","17932"
"09.07.2015 08:00 - 09.07.2015 08:15 (CEST)","25564","5174","2108","18282"
"09.07.2015 08:15 - 09.07.2015 08:30 (CEST)","26609","5934","2110","18565"
"09.07.2015 08:30 - 09.07.2015 08:45 (CEST)","27644","6715","2112","18817"
"09.07.2015 08:45 - 09.07.2015 09:00 (CEST)","28713","7500","2113","19100"
"09.07.2015 09:00 - 09.07.2015 09:15 (CEST)","29784","8289","2103","19392"
"09.07.2015 09:15 - 09.07.2015 09:30 (CEST)","30913","9093","2103","19717"
"09.07.2015 09:30 - 09.07.2015 09:45 (CEST)","32065","9896","2105","20064"
"09.07.2015 09:45 - 09.07.2015 10:00 (CEST)","33257","10749","2105","20403"
"09.07.2015 10:00 - 09.07.2015 10:15 (CEST)","34384","11577","2113","20694"
"09.07.2015 10:15 - 09.07.2015 10:30 (CEST)","35477","12379","2114","20984"
"09.07.2015 10:30 - 09.07.2015 10:45 (CEST)","36487","13139","2116","21232"
"09.07.2015 10:45 - 09.07.2015 11:00 (CEST)","37311","13675","2116","21520"
"09.07.2015 11:00 - 09.07.2015 11:15 (CEST)","38091","14177","2117","21797"
"09.07.2015 11:15 - 09.07.2015 11:30 (CEST)","38862","14654","2118","22090"
"09.07.2015 11:30 - 09.07.2015 11:45 (CEST)","39508","15062","2119","22327"
"09.07.2015 11:45 - 09.07.2015 12:00 (CEST)","40300","15560","2120","22620"
"09.07.2015 12:00 - 09.07.2015 12:15 (CEST)","41044","16016","2122","22906"
"09.07.2015 12:15 - 09.07.2015 12:30 (CEST)","41673","16395","2121","23157"
"09.07.2015 12:30 - 09.07.2015 12:45 (CEST)","42257","16741","2123","23393"
"09.07.2015 12:45 - 09.07.2015 13:00 (CEST)","42633","16872","2124","23637"
"09.07.2015 13:00 - 09.07.2015 13:15 (CEST)","42915","16950","2126","23839"
"09.07.2015 13:15 - 09.07.2015 13:30 (CEST)","43166","16988","2127","24051"
"09.07.2015 13:30 - 09.07.2015 13:45 (CEST)","43396","16962","2129","24305"
"09.07.2015 13:45 - 09.07.2015 14:00 (CEST)","43573","16933","2129","24511"
"09.07.2015 14:00 - 09.07.2015 14:15 (CEST)","43668","16859","2131","24678"
"09.07.2015 14:15 - 09.07.2015 14:30 (CEST)","43640","16740","2131","24769"
"09.07.2015 14:30 - 09.07.2015 14:45 (CEST)","43570","16600","2132","24838"
"09.07.2015 14:45 - 09.07.2015 15:00 (CEST)","43338","16325","2132","24881"
"09.07.2015 15:00 - 09.07.2015 15:15 (CEST)","43089","16010","2132","24947"
"09.07.2015 15:15 - 09.07.2015 15:30 (CEST)","42813","15664","2131","25018"
"09.07.2015 15:30 - 09.07.2015 15:45 (CEST)","42489","15281","2130","25078"
"09.07.2015 15:45 - 09.07.2015 16:00 (CEST)","42075","14802","2129","25144"
"09.07.2015 16:00 - 09.07.2015 16:15 (CEST)","41557","14269","2114","25174"
"09.07.2015 16:15 - 09.07.2015 16:30 (CEST)","40946","13680","2114","25152"
"09.07.2015 16:30 - 09.07.2015 16:45 (CEST)","40285","13053","2116","25116"
"09.07.2015 16:45 - 09.07.2015 17:00 (CEST)","39512","12331","2127","25054"
"09.07.2015 17:00 - 09.07.2015 17:15 (CEST)","38642","11575","2128","24939"
"09.07.2015 17:15 - 09.07.2015 17:30 (CEST)","37618","10789","2128","24701"
"09.07.2015 17:30 - 09.07.2015 17:45 (CEST)","36584","10001","2127","24456"
"09.07.2015 17:45 - 09.07.2015 18:00 (CEST)","35519","9169","2127","24223"
"09.07.2015 18:00 - 09.07.2015 18:15 (CEST)","34435","8305","2128","24002"
"09.07.2015 18:15 - 09.07.2015 18:30 (CEST)","33170","7410","2128","23632"
"09.07.2015 18:30 - 09.07.2015 18:45 (CEST)","31905","6505","2129","23271"
"09.07.2015 18:45 - 09.07.2015 19:00 (CEST)","30675","5634","2127","22914"
"09.07.2015 19:00 - 09.07.2015 19:15 (CEST)","29376","4801","2126","22449"
"09.07.2015 19:15 - 09.07.2015 19:30 (CEST)","28027","4014","2126","21887"
"09.07.2015 19:30 - 09.07.2015 19:45 (CEST)","26717","3275","2126","21316"
"09.07.2015 19:45 - 09.07.2015 20:00 (CEST)","25470","2636","2126","20708"
"09.07.2015 20:00 - 09.07.2015 20:15 (CEST)","24324","2013","2123","20188"
"09.07.2015 20:15 - 09.07.2015 20:30 (CEST)","23191","1389","2121","19681"
"09.07.2015 20:30 - 09.07.2015 20:45 (CEST)","22138","853","2118","19167"
"09.07.2015 20:45 - 09.07.2015 21:00 (CEST)","21287","527","2115","18645"
"09.07.2015 21:00 - 09.07.2015 21:15 (CEST)","20577","290","2110","18177"
"09.07.2015 21:15 - 09.07.2015 21:30 (CEST)","20067","131","2109","17827"
"09.07.2015 21:30 - 09.07.2015 21:45 (CEST)","19591","24","2104","17463"
"09.07.2015 21:45 - 09.07.2015 22:00 (CEST)","19206","5","2101","17100"
"09.07.2015 22:00 - 09.07.2015 22:15 (CEST)","18904","0","2096","16808"
"09.07.2015 22:15 - 09.07.2015 22:30 (CEST)","18686","0","2091","16595"
"09.07.2015 22:30 - 09.07.2015 22:45 (CEST)","18480","0","2086","16394"
"09.07.2015 22:45 - 09.07.2015 23:00 (CEST)","18251","0","2078","16173"
"09.07.2015 23:00 - 09.07.2015 23:15 (CEST)","18057","0","2070","15987"
"09.07.2015 23:15 - 09.07.2015 23:30 (CEST)","17959","0","2066","15893"
"09.07.2015 23:30 - 09.07.2015 23:45 (CEST)","17858","0","2060","15798"
"09.07.2015 23:45 - 10.07.2015 00:00 (CEST)","17738","0","2054","15684"
"10.07.2015 00:00 - 10.07.2015 00:15 (CEST)","16699","0","2042","14657"
"10.07.2015 00:15 - 10.07.2015 00:30 (CEST)","16677","0","2037","14640"
"10.07.2015 00:30 - 10.07.2015 00:45 (CEST)","16655","0","2033","14622"
"10.07.2015 00:45 - 10.07.2015 01:00 (CEST)","16627","0","2030","14597"
"10.07.2015 01:00 - 10.07.2015 01:15 (CEST)","16593","0","2027","14566"
"10.07.2015 01:15 - 10.07.2015 01:30 (CEST)","16545","0","2026","14519"
"10.07.2015 01:30 - 10.07.2015 01:45 (CEST)","16501","0","2026","14475"
"10.07.2015 01:45 - 10.07.2015 02:00 (CEST)","16473","0","2025","14448"
"10.07.2015 02:00 - 10.07.2015 02:15 (CEST)","15727","0","2025","13702"
"10.07.2015 02:15 - 10.07.2015 02:30 (CEST)","15698","0","2025","13673"
"10.07.2015 02:30 - 10.07.2015 02:45 (CEST)","15665","0","2025","13640"
"10.07.2015 02:45 - 10.07.2015 03:00 (CEST)","15630","0","2024","13606"
"10.07.2015 03:00 - 10.07.2015 03:15 (CEST)","15602","0","2032","13570"
"10.07.2015 03:15 - 10.07.2015 03:30 (CEST)","15558","0","2033","13525"
"10.07.2015 03:30 - 10.07.2015 03:45 (CEST)","15520","0","2034","13486"
"10.07.2015 03:45 - 10.07.2015 04:00 (CEST)","15492","0","2033","13459"
"10.07.2015 04:00 - 10.07.2015 04:15 (CEST)","15479","0","2030","13449"
"10.07.2015 04:15 - 10.07.2015 04:30 (CEST)","15423","0","2025","13398"
"10.07.2015 04:30 - 10.07.2015 04:45 (CEST)","15370","0","2021","13349"
"10.07.2015 04:45 - 10.07.2015 05:00 (CEST)","15326","1","2016","13309"
"10.07.2015 05:00 - 10.07.2015 05:15 (CEST)","15308","20","2009","13279"
"10.07.2015 05:15 - 10.07.2015 05:30 (CEST)","15317","86","1995","13236"
"10.07.2015 05:30 - 10.07.2015 05:45 (CEST)","15407","209","1981","13217"
"10.07.2015 05:45 - 10.07.2015 06:00 (CEST)","15668","484","1967","13217"
"10.07.2015 06:00 - 10.07.2015 06:15 (CEST)","16023","865","1950","13208"
"10.07.2015 06:15 - 10.07.2015 06:30 (CEST)","16384","1309","1924","13151"
"10.07.2015 06:30 - 10.07.2015 06:45 (CEST)","16796","1818","1901","13077"
"10.07.2015 06:45 - 10.07.2015 07:00 (CEST)","17505","2592","1874","13039"
"10.07.2015 07:00 - 10.07.2015 07:15 (CEST)","18389","3513","1846","13030"
"10.07.2015 07:15 - 10.07.2015 07:30 (CEST)","19408","4534","1813","13061"
"10.07.2015 07:30 - 10.07.2015 07:45 (CEST)","20495","5640","1780","13075"
"10.07.2015 07:45 - 10.07.2015 08:00 (CEST)","21777","6862","1747","13168"
"10.07.2015 08:00 - 10.07.2015 08:15 (CEST)","23110","8130","1705","13275"
"10.07.2015 08:15 - 10.07.2015 08:30 (CEST)","24443","9425","1655","13363"
"10.07.2015 08:30 - 10.07.2015 08:45 (CEST)","25797","10723","1607","13467"
"10.07.2015 08:45 - 10.07.2015 09:00 (CEST)","27106","12040","1559","13507"
"10.07.2015 09:00 - 10.07.2015 09:15 (CEST)","28402","13304","1497","13601"
"10.07.2015 09:15 - 10.07.2015 09:30 (CEST)","29612","14510","1449","13653"
"10.07.2015 09:30 - 10.07.2015 09:45 (CEST)","30774","15675","1398","13701"
"10.07.2015 09:45 - 10.07.2015 10:00 (CEST)","31902","16810","1349","13743"
"10.07.2015 10:00 - 10.07.2015 10:15 (CEST)","32959","17868","1298","13793"
"10.07.2015 10:15 - 10.07.2015 10:30 (CEST)","33885","18836","1245","13804"
"10.07.2015 10:30 - 10.07.2015 10:45 (CEST)","34759","19742","1188","13829"
