"MTU (CET)","Generation - Sum [MW] (D) / BZN|DE-AT-LU","Generation - Solar  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Offshore  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Onshore  [MW] (D) / BZN|DE-AT-LU"
"14.09.2015 14:45 - 14.09.2015 15:00 (CEST)","14585","6881","641","7063"
"14.09.2015 15:00 - 14.09.2015 15:15 (CEST)","14354","6629","644","7081"
"14.09.2015 15:15 - 14.09.2015 15:30 (CEST)","14126","6343","646","7137"
"14.09.2015 15:30 - 14.09.2015 15:45 (CEST)","13926","6049","652","7225"
"14.09.2015 15:45 - 14.09.2015 16:00 (CEST)","13710","5693","654","7363"
"14.09.2015 16:00 - 14.09.2015 16:15 (CEST)","13429","5323","635","7471"
"14.09.2015 16:15 - 14.09.2015 16:30 (CEST)","13179","4927","661","7591"
"14.09.2015 16:30 - 14.09.2015 16:45 (CEST)","12949","4520","685","7744"
"14.09.2015 16:45 - 14.09.2015 17:00 (CEST)","12664","4087","709","7868"
"14.09.2015 17:00 - 14.09.2015 17:15 (CEST)","12371","3639","741","7991"
"14.09.2015 17:15 - 14.09.2015 17:30 (CEST)","12169","3168","775","8226"
"14.09.2015 17:30 - 14.09.2015 17:45 (CEST)","11944","2694","808","8442"
"14.09.2015 17:45 - 14.09.2015 18:00 (CEST)","11769","2240","843","8686"
"14.09.2015 18:00 - 14.09.2015 18:15 (CEST)","11584","1789","876","8919"
"14.09.2015 18:15 - 14.09.2015 18:30 (CEST)","11468","1355","916","9197"
"14.09.2015 18:30 - 14.09.2015 18:45 (CEST)","11395","960","958","9477"
"14.09.2015 18:45 - 14.09.2015 19:00 (CEST)","11393","639","996","9758"
"14.09.2015 19:00 - 14.09.2015 19:15 (CEST)","11517","391","1027","10099"
"14.09.2015 19:15 - 14.09.2015 19:30 (CEST)","11776","215","1054","10507"
"14.09.2015 19:30 - 14.09.2015 19:45 (CEST)","12154","98","1080","10976"
"14.09.2015 19:45 - 14.09.2015 20:00 (CEST)","12577","39","1104","11434"
"14.09.2015 20:00 - 14.09.2015 20:15 (CEST)","12907","0","1145","11762"
"14.09.2015 20:15 - 14.09.2015 20:30 (CEST)","13277","0","1193","12084"
"14.09.2015 20:30 - 14.09.2015 20:45 (CEST)","13657","0","1239","12418"
"14.09.2015 20:45 - 14.09.2015 21:00 (CEST)","13990","0","1285","12705"
"14.09.2015 21:00 - 14.09.2015 21:15 (CEST)","14402","0","1408","12994"
"14.09.2015 21:15 - 14.09.2015 21:30 (CEST)","14810","0","1524","13286"
"14.09.2015 21:30 - 14.09.2015 21:45 (CEST)","15196","0","1638","13558"
"14.09.2015 21:45 - 14.09.2015 22:00 (CEST)","15586","0","1755","13831"
"14.09.2015 22:00 - 14.09.2015 22:15 (CEST)","16041","0","1849","14192"
"14.09.2015 22:15 - 14.09.2015 22:30 (CEST)","16462","0","1903","14559"
"14.09.2015 22:30 - 14.09.2015 22:45 (CEST)","16929","0","1958","14971"
"14.09.2015 22:45 - 14.09.2015 23:00 (CEST)","17386","0","2014","15372"
"14.09.2015 23:00 - 14.09.2015 23:15 (CEST)","17751","0","2052","15699"
"14.09.2015 23:15 - 14.09.2015 23:30 (CEST)","17928","0","2076","15852"
"14.09.2015 23:30 - 14.09.2015 23:45 (CEST)","18104","0","2105","15999"
"14.09.2015 23:45 - 15.09.2015 00:00 (CEST)","18283","0","2131","16152"
"15.09.2015 00:00 - 15.09.2015 00:15 (CEST)","17411","0","2149","15262"
"15.09.2015 00:15 - 15.09.2015 00:30 (CEST)","17528","0","2184","15344"
"15.09.2015 00:30 - 15.09.2015 00:45 (CEST)","17674","0","2220","15454"
"15.09.2015 00:45 - 15.09.2015 01:00 (CEST)","17844","0","2257","15587"
"15.09.2015 01:00 - 15.09.2015 01:15 (CEST)","17919","0","2283","15636"
"15.09.2015 01:15 - 15.09.2015 01:30 (CEST)","17890","0","2307","15583"
"15.09.2015 01:30 - 15.09.2015 01:45 (CEST)","17897","0","2329","15568"
"15.09.2015 01:45 - 15.09.2015 02:00 (CEST)","17885","0","2352","15533"
"15.09.2015 02:00 - 15.09.2015 02:15 (CEST)","17860","0","2461","15399"
"15.09.2015 02:15 - 15.09.2015 02:30 (CEST)","17807","0","2472","15335"
"15.09.2015 02:30 - 15.09.2015 02:45 (CEST)","17765","0","2485","15280"
"15.09.2015 02:45 - 15.09.2015 03:00 (CEST)","17718","0","2498","15220"
"15.09.2015 03:00 - 15.09.2015 03:15 (CEST)","17658","0","2512","15146"
"15.09.2015 03:15 - 15.09.2015 03:30 (CEST)","17576","0","2530","15046"
"15.09.2015 03:30 - 15.09.2015 03:45 (CEST)","17490","0","2547","14943"
"15.09.2015 03:45 - 15.09.2015 04:00 (CEST)","17412","0","2567","14845"
"15.09.2015 04:00 - 15.09.2015 04:15 (CEST)","17352","0","2614","14738"
"15.09.2015 04:15 - 15.09.2015 04:30 (CEST)","17276","0","2623","14653"
"15.09.2015 04:30 - 15.09.2015 04:45 (CEST)","17214","0","2631","14583"
"15.09.2015 04:45 - 15.09.2015 05:00 (CEST)","17152","0","2641","14511"
"15.09.2015 05:00 - 15.09.2015 05:15 (CEST)","17002","0","2577","14425"
"15.09.2015 05:15 - 15.09.2015 05:30 (CEST)","16950","0","2582","14368"
"15.09.2015 05:30 - 15.09.2015 05:45 (CEST)","16895","0","2588","14307"
"15.09.2015 05:45 - 15.09.2015 06:00 (CEST)","16840","0","2593","14247"
"15.09.2015 06:00 - 15.09.2015 06:15 (CEST)","16809","1","2598","14210"
"15.09.2015 06:15 - 15.09.2015 06:30 (CEST)","16817","3","2600","14214"
"15.09.2015 06:30 - 15.09.2015 06:45 (CEST)","16850","10","2603","14237"
"15.09.2015 06:45 - 15.09.2015 07:00 (CEST)","16915","48","2606","14261"
"15.09.2015 07:00 - 15.09.2015 07:15 (CEST)","17111","197","2608","14306"
"15.09.2015 07:15 - 15.09.2015 07:30 (CEST)","17541","550","2610","14381"
"15.09.2015 07:30 - 15.09.2015 07:45 (CEST)","18141","1062","2612","14467"
"15.09.2015 07:45 - 15.09.2015 08:00 (CEST)","18920","1751","2612","14557"
"15.09.2015 08:00 - 15.09.2015 08:15 (CEST)","19795","2492","2616","14687"
"15.09.2015 08:15 - 15.09.2015 08:30 (CEST)","20827","3264","2615","14948"
"15.09.2015 08:30 - 15.09.2015 08:45 (CEST)","21939","4079","2612","15248"
"15.09.2015 08:45 - 15.09.2015 09:00 (CEST)","23075","4908","2610","15557"
"15.09.2015 09:00 - 15.09.2015 09:15 (CEST)","24222","5750","2609","15863"
"15.09.2015 09:15 - 15.09.2015 09:30 (CEST)","25414","6598","2607","16209"
"15.09.2015 09:30 - 15.09.2015 09:45 (CEST)","26596","7395","2603","16598"
"15.09.2015 09:45 - 15.09.2015 10:00 (CEST)","27705","8149","2601","16955"
"15.09.2015 10:00 - 15.09.2015 10:15 (CEST)","28737","8854","2598","17285"
"15.09.2015 10:15 - 15.09.2015 10:30 (CEST)","29743","9507","2592","17644"
"15.09.2015 10:30 - 15.09.2015 10:45 (CEST)","30713","10079","2587","18047"
"15.09.2015 10:45 - 15.09.2015 11:00 (CEST)","31650","10607","2584","18459"
"15.09.2015 11:00 - 15.09.2015 11:15 (CEST)","32360","11081","2523","18756"
"15.09.2015 11:15 - 15.09.2015 11:30 (CEST)","32856","11498","2513","18845"
"15.09.2015 11:30 - 15.09.2015 11:45 (CEST)","33298","11871","2504","18923"
"15.09.2015 11:45 - 15.09.2015 12:00 (CEST)","33716","12250","2493","18973"
"15.09.2015 12:00 - 15.09.2015 12:15 (CEST)","34097","12576","2455","19066"
"15.09.2015 12:15 - 15.09.2015 12:30 (CEST)","34394","12818","2456","19120"
"15.09.2015 12:30 - 15.09.2015 12:45 (CEST)","34684","13024","2453","19207"
"15.09.2015 12:45 - 15.09.2015 13:00 (CEST)","34860","13141","2452","19267"
"15.09.2015 13:00 - 15.09.2015 13:15 (CEST)","34933","13227","2449","19257"
"15.09.2015 13:15 - 15.09.2015 13:30 (CEST)","34948","13305","2454","19189"
"15.09.2015 13:30 - 15.09.2015 13:45 (CEST)","34867","13303","2457","19107"
"15.09.2015 13:45 - 15.09.2015 14:00 (CEST)","34613","13129","2462","19022"
"15.09.2015 14:00 - 15.09.2015 14:15 (CEST)","34333","12916","2467","18950"
"15.09.2015 14:15 - 15.09.2015 14:30 (CEST)","33980","12687","2470","18823"
"15.09.2015 14:30 - 15.09.2015 14:45 (CEST)","33548","12404","2474","18670"
"15.09.2015 14:45 - 15.09.2015 15:00 (CEST)","33006","12014","2478","18514"
"15.09.2015 15:00 - 15.09.2015 15:15 (CEST)","32385","11575","2430","18380"
"15.09.2015 15:15 - 15.09.2015 15:30 (CEST)","31750","11090","2429","18231"
"15.09.2015 15:30 - 15.09.2015 15:45 (CEST)","31056","10552","2430","18074"
"15.09.2015 15:45 - 15.09.2015 16:00 (CEST)","30369","10016","2431","17922"
"15.09.2015 16:00 - 15.09.2015 16:15 (CEST)","29634","9448","2429","17757"
"15.09.2015 16:15 - 15.09.2015 16:30 (CEST)","28803","8844","2432","17527"
"15.09.2015 16:30 - 15.09.2015 16:45 (CEST)","27851","8191","2433","17227"
"15.09.2015 16:45 - 15.09.2015 17:00 (CEST)","26841","7500","2433","16908"
"15.09.2015 17:00 - 15.09.2015 17:15 (CEST)","25745","6739","2438","16568"
"15.09.2015 17:15 - 15.09.2015 17:30 (CEST)","24518","5841","2431","16246"
"15.09.2015 17:30 - 15.09.2015 17:45 (CEST)","23295","4951","2427","15917"
"15.09.2015 17:45 - 15.09.2015 18:00 (CEST)","22114","4092","2421","15601"
"15.09.2015 18:00 - 15.09.2015 18:15 (CEST)","20979","3254","2430","15295"
"15.09.2015 18:15 - 15.09.2015 18:30 (CEST)","19912","2438","2452","15022"
"15.09.2015 18:30 - 15.09.2015 18:45 (CEST)","18854","1683","2471","14700"
"15.09.2015 18:45 - 15.09.2015 19:00 (CEST)","17948","1063","2493","14392"
"15.09.2015 19:00 - 15.09.2015 19:15 (CEST)","17290","628","2508","14154"
"15.09.2015 19:15 - 15.09.2015 19:30 (CEST)","16776","329","2514","13933"
"15.09.2015 19:30 - 15.09.2015 19:45 (CEST)","16346","124","2531","13691"
"15.09.2015 19:45 - 15.09.2015 20:00 (CEST)","16056","49","2545","13462"
"15.09.2015 20:00 - 15.09.2015 20:15 (CEST)","15830","0","2547","13283"
"15.09.2015 20:15 - 15.09.2015 20:30 (CEST)","15708","0","2537","13171"
"15.09.2015 20:30 - 15.09.2015 20:45 (CEST)","15561","0","2528","13033"
"15.09.2015 20:45 - 15.09.2015 21:00 (CEST)","15428","0","2518","12910"
"15.09.2015 21:00 - 15.09.2015 21:15 (CEST)","15393","0","2525","12868"
"15.09.2015 21:15 - 15.09.2015 21:30 (CEST)","15342","0","2550","12792"
"15.09.2015 21:30 - 15.09.2015 21:45 (CEST)","15294","0","2572","12722"
"15.09.2015 21:45 - 15.09.2015 22:00 (CEST)","15273","0","2596","12677"
"15.09.2015 22:00 - 15.09.2015 22:15 (CEST)","15181","0","2582","12599"
"15.09.2015 22:15 - 15.09.2015 22:30 (CEST)","15076","0","2579","12497"
"15.09.2015 22:30 - 15.09.2015 22:45 (CEST)","14970","0","2579","12391"
"15.09.2015 22:45 - 15.09.2015 23:00 (CEST)","14870","0","2579","12291"
"15.09.2015 23:00 - 15.09.2015 23:15 (CEST)","14655","0","2528","12127"
"15.09.2015 23:15 - 15.09.2015 23:30 (CEST)","14406","0","2526","11880"
"15.09.2015 23:30 - 15.09.2015 23:45 (CEST)","14190","0","2524","11666"
"15.09.2015 23:45 - 16.09.2015 00:00 (CEST)","13940","0","2520","11420"
"16.09.2015 00:00 - 16.09.2015 00:15 (CEST)","13099","0","2460","10639"
"16.09.2015 00:15 - 16.09.2015 00:30 (CEST)","12835","0","2449","10386"
"16.09.2015 00:30 - 16.09.2015 00:45 (CEST)","12535","0","2438","10097"
"16.09.2015 00:45 - 16.09.2015 01:00 (CEST)","12250","0","2427","9823"
"16.09.2015 01:00 - 16.09.2015 01:15 (CEST)","11965","0","2413","9552"
"16.09.2015 01:15 - 16.09.2015 01:30 (CEST)","11689","0","2391","9298"
"16.09.2015 01:30 - 16.09.2015 01:45 (CEST)","11425","0","2371","9054"
"16.09.2015 01:45 - 16.09.2015 02:00 (CEST)","11156","0","2351","8805"
"16.09.2015 02:00 - 16.09.2015 02:15 (CEST)","10810","0","2325","8485"
"16.09.2015 02:15 - 16.09.2015 02:30 (CEST)","10630","0","2293","8337"
"16.09.2015 02:30 - 16.09.2015 02:45 (CEST)","10510","0","2259","8251"
"16.09.2015 02:45 - 16.09.2015 03:00 (CEST)","10393","0","2225","8168"
"16.09.2015 03:00 - 16.09.2015 03:15 (CEST)","10281","0","2193","8088"
"16.09.2015 03:15 - 16.09.2015 03:30 (CEST)","10177","0","2169","8008"
"16.09.2015 03:30 - 16.09.2015 03:45 (CEST)","10078","0","2142","7936"
"16.09.2015 03:45 - 16.09.2015 04:00 (CEST)","9985","0","2118","7867"
"16.09.2015 04:00 - 16.09.2015 04:15 (CEST)","9889","0","2057","7832"
"16.09.2015 04:15 - 16.09.2015 04:30 (CEST)","9920","0","2046","7874"
"16.09.2015 04:30 - 16.09.2015 04:45 (CEST)","9963","0","2034","7929"
"16.09.2015 04:45 - 16.09.2015 05:00 (CEST)","10017","0","2025","7992"
"16.09.2015 05:00 - 16.09.2015 05:15 (CEST)","9898","0","1843","8055"
"16.09.2015 05:15 - 16.09.2015 05:30 (CEST)","9982","0","1829","8153"
"16.09.2015 05:30 - 16.09.2015 05:45 (CEST)","10062","0","1811","8251"
"16.09.2015 05:45 - 16.09.2015 06:00 (CEST)","10125","0","1800","8325"
"16.09.2015 06:00 - 16.09.2015 06:15 (CEST)","10175","0","1780","8395"
"16.09.2015 06:15 - 16.09.2015 06:30 (CEST)","10191","2","1754","8435"
"16.09.2015 06:30 - 16.09.2015 06:45 (CEST)","10220","7","1732","8481"
"16.09.2015 06:45 - 16.09.2015 07:00 (CEST)","10279","32","1709","8538"
"16.09.2015 07:00 - 16.09.2015 07:15 (CEST)","10401","134","1674","8593"
"16.09.2015 07:15 - 16.09.2015 07:30 (CEST)","10628","347","1635","8646"
"16.09.2015 07:30 - 16.09.2015 07:45 (CEST)","10950","649","1595","8706"
"16.09.2015 07:45 - 16.09.2015 08:00 (CEST)","11344","1026","1555","8763"
"16.09.2015 08:00 - 16.09.2015 08:15 (CEST)","11738","1450","1510","8778"
"16.09.2015 08:15 - 16.09.2015 08:30 (CEST)","12176","1917","1451","8808"
"16.09.2015 08:30 - 16.09.2015 08:45 (CEST)","12641","2433","1396","8812"
"16.09.2015 08:45 - 16.09.2015 09:00 (CEST)","13139","2982","1341","8816"
"16.09.2015 09:00 - 16.09.2015 09:15 (CEST)","13699","3544","1301","8854"
"16.09.2015 09:15 - 16.09.2015 09:30 (CEST)","14322","4117","1285","8920"
"16.09.2015 09:30 - 16.09.2015 09:45 (CEST)","14960","4698","1269","8993"
"16.09.2015 09:45 - 16.09.2015 10:00 (CEST)","15632","5299","1253","9080"
"16.09.2015 10:00 - 16.09.2015 10:15 (CEST)","16348","5921","1259","9168"
"16.09.2015 10:15 - 16.09.2015 10:30 (CEST)","17141","6536","1281","9324"
"16.09.2015 10:30 - 16.09.2015 10:45 (CEST)","17949","7107","1306","9536"
"16.09.2015 10:45 - 16.09.2015 11:00 (CEST)","18804","7702","1328","9774"
"16.09.2015 11:00 - 16.09.2015 11:15 (CEST)","19541","8271","1348","9922"
"16.09.2015 11:15 - 16.09.2015 11:30 (CEST)","20288","8823","1439","10026"
"16.09.2015 11:30 - 16.09.2015 11:45 (CEST)","20998","9344","1527","10127"
"16.09.2015 11:45 - 16.09.2015 12:00 (CEST)","21670","9798","1616","10256"
"16.09.2015 12:00 - 16.09.2015 12:15 (CEST)","22162","10194","1571","10397"
"16.09.2015 12:15 - 16.09.2015 12:30 (CEST)","22717","10517","1660","10540"
"16.09.2015 12:30 - 16.09.2015 12:45 (CEST)","23177","10721","1749","10707"
"16.09.2015 12:45 - 16.09.2015 13:00 (CEST)","23498","10778","1836","10884"
"16.09.2015 13:00 - 16.09.2015 13:15 (CEST)","23742","10797","1905","11040"
"16.09.2015 13:15 - 16.09.2015 13:30 (CEST)","23892","10781","1952","11159"
"16.09.2015 13:30 - 16.09.2015 13:45 (CEST)","23948","10683","1997","11268"
"16.09.2015 13:45 - 16.09.2015 14:00 (CEST)","23981","10561","2041","11379"
"16.09.2015 14:00 - 16.09.2015 14:15 (CEST)","23849","10398","2014","11437"
"16.09.2015 14:15 - 16.09.2015 14:30 (CEST)","23649","10192","2027","11430"
"16.09.2015 14:30 - 16.09.2015 14:45 (CEST)","23400","9925","2042","11433"
"16.09.2015 14:45 - 16.09.2015 15:00 (CEST)","23106","9569","2057","11480"
"16.09.2015 15:00 - 16.09.2015 15:15 (CEST)","22587","9135","1937","11515"
"16.09.2015 15:15 - 16.09.2015 15:30 (CEST)","22097","8627","1925","11545"
"16.09.2015 15:30 - 16.09.2015 15:45 (CEST)","21625","8114","1915","11596"
"16.09.2015 15:45 - 16.09.2015 16:00 (CEST)","21109","7562","1903","11644"
"16.09.2015 16:00 - 16.09.2015 16:15 (CEST)","20566","6962","1891","11713"
"16.09.2015 16:15 - 16.09.2015 16:30 (CEST)","20026","6325","1880","11821"
"16.09.2015 16:30 - 16.09.2015 16:45 (CEST)","19478","5678","1868","11932"
"16.09.2015 16:45 - 16.09.2015 17:00 (CEST)","18957","5082","1860","12015"
"16.09.2015 17:00 - 16.09.2015 17:15 (CEST)","18537","4482","1866","12189"
"16.09.2015 17:15 - 16.09.2015 17:30 (CEST)","18253","3879","1887","12487"
"16.09.2015 17:30 - 16.09.2015 17:45 (CEST)","17972","3281","1908","12783"
"16.09.2015 17:45 - 16.09.2015 18:00 (CEST)","17614","2614","1931","13069"
"16.09.2015 18:00 - 16.09.2015 18:15 (CEST)","17410","1992","1969","13449"
"16.09.2015 18:15 - 16.09.2015 18:30 (CEST)","17311","1407","2025","13879"
"16.09.2015 18:30 - 16.09.2015 18:45 (CEST)","17241","863","2078","14300"
"16.09.2015 18:45 - 16.09.2015 19:00 (CEST)","17323","519","2136","14668"
"16.09.2015 19:00 - 16.09.2015 19:15 (CEST)","17506","291","2195","15020"
"16.09.2015 19:15 - 16.09.2015 19:30 (CEST)","17714","147","2261","15306"
"16.09.2015 19:30 - 16.09.2015 19:45 (CEST)","17965","53","2323","15589"
"16.09.2015 19:45 - 16.09.2015 20:00 (CEST)","18251","18","2385","15848"
"16.09.2015 20:00 - 16.09.2015 20:15 (CEST)","18559","0","2436","16123"
"16.09.2015 20:15 - 16.09.2015 20:30 (CEST)","18808","0","2469","16339"
"16.09.2015 20:30 - 16.09.2015 20:45 (CEST)","19111","0","2496","16615"
"16.09.2015 20:45 - 16.09.2015 21:00 (CEST)","19376","0","2526","16850"
"16.09.2015 21:00 - 16.09.2015 21:15 (CEST)","19654","0","2545","17109"
"16.09.2015 21:15 - 16.09.2015 21:30 (CEST)","19856","0","2560","17296"
"16.09.2015 21:30 - 16.09.2015 21:45 (CEST)","20096","0","2576","17520"
"16.09.2015 21:45 - 16.09.2015 22:00 (CEST)","20299","0","2592","17707"
"16.09.2015 22:00 - 16.09.2015 22:15 (CEST)","20463","0","2590","17873"
"16.09.2015 22:15 - 16.09.2015 22:30 (CEST)","20605","0","2592","18013"
"16.09.2015 22:30 - 16.09.2015 22:45 (CEST)","20776","0","2594","18182"
"16.09.2015 22:45 - 16.09.2015 23:00 (CEST)","20920","0","2596","18324"
"16.09.2015 23:00 - 16.09.2015 23:15 (CEST)","21025","0","2607","18418"
"16.09.2015 23:15 - 16.09.2015 23:30 (CEST)","21017","0","2604","18413"
"16.09.2015 23:30 - 16.09.2015 23:45 (CEST)","21019","0","2600","18419"
"16.09.2015 23:45 - 17.09.2015 00:00 (CEST)","20962","0","2599","18363"
"17.09.2015 00:00 - 17.09.2015 00:15 (CEST)","21214","0","2621","18593"
"17.09.2015 00:15 - 17.09.2015 00:30 (CEST)","21176","0","2623","18553"
"17.09.2015 00:30 - 17.09.2015 00:45 (CEST)","21162","0","2624","18538"
"17.09.2015 00:45 - 17.09.2015 01:00 (CEST)","21136","0","2626","18510"
"17.09.2015 01:00 - 17.09.2015 01:15 (CEST)","21072","0","2634","18438"
"17.09.2015 01:15 - 17.09.2015 01:30 (CEST)","20972","0","2644","18328"
"17.09.2015 01:30 - 17.09.2015 01:45 (CEST)","20870","0","2653","18217"
"17.09.2015 01:45 - 17.09.2015 02:00 (CEST)","20720","0","2661","18059"
"17.09.2015 02:00 - 17.09.2015 02:15 (CEST)","20074","0","2664","17410"
"17.09.2015 02:15 - 17.09.2015 02:30 (CEST)","19861","0","2659","17202"
"17.09.2015 02:30 - 17.09.2015 02:45 (CEST)","19654","0","2654","17000"
"17.09.2015 02:45 - 17.09.2015 03:00 (CEST)","19456","0","2650","16806"
"17.09.2015 03:00 - 17.09.2015 03:15 (CEST)","19272","0","2631","16641"
"17.09.2015 03:15 - 17.09.2015 03:30 (CEST)","19245","0","2626","16619"
"17.09.2015 03:30 - 17.09.2015 03:45 (CEST)","19252","0","2618","16634"
"17.09.2015 03:45 - 17.09.2015 04:00 (CEST)","19255","0","2613","16642"
"17.09.2015 04:00 - 17.09.2015 04:15 (CEST)","19206","0","2549","16657"
"17.09.2015 04:15 - 17.09.2015 04:30 (CEST)","19225","0","2543","16682"
"17.09.2015 04:30 - 17.09.2015 04:45 (CEST)","19241","0","2539","16702"
"17.09.2015 04:45 - 17.09.2015 05:00 (CEST)","19218","0","2531","16687"
"17.09.2015 05:00 - 17.09.2015 05:15 (CEST)","19238","0","2529","16709"
"17.09.2015 05:15 - 17.09.2015 05:30 (CEST)","19319","0","2527","16792"
"17.09.2015 05:30 - 17.09.2015 05:45 (CEST)","19434","0","2523","16911"
"17.09.2015 05:45 - 17.09.2015 06:00 (CEST)","19517","0","2521","16996"
"17.09.2015 06:00 - 17.09.2015 06:15 (CEST)","19664","1","2523","17140"
"17.09.2015 06:15 - 17.09.2015 06:30 (CEST)","19888","2","2531","17355"
"17.09.2015 06:30 - 17.09.2015 06:45 (CEST)","20122","5","2540","17577"
"17.09.2015 06:45 - 17.09.2015 07:00 (CEST)","20339","26","2548","17765"
"17.09.2015 07:00 - 17.09.2015 07:15 (CEST)","20670","143","2555","17972"
"17.09.2015 07:15 - 17.09.2015 07:30 (CEST)","21147","433","2559","18155"
"17.09.2015 07:30 - 17.09.2015 07:45 (CEST)","21717","850","2560","18307"
"17.09.2015 07:45 - 17.09.2015 08:00 (CEST)","22479","1430","2564","18485"
"17.09.2015 08:00 - 17.09.2015 08:15 (CEST)","23195","2072","2564","18559"
"17.09.2015 08:15 - 17.09.2015 08:30 (CEST)","23810","2757","2577","18476"
"17.09.2015 08:30 - 17.09.2015 08:45 (CEST)","24411","3485","2590","18336"
"17.09.2015 08:45 - 17.09.2015 09:00 (CEST)","25050","4218","2603","18229"
"17.09.2015 09:00 - 17.09.2015 09:15 (CEST)","25722","4943","2611","18168"
"17.09.2015 09:15 - 17.09.2015 09:30 (CEST)","26467","5665","2619","18183"
"17.09.2015 09:30 - 17.09.2015 09:45 (CEST)","27249","6396","2628","18225"
"17.09.2015 09:45 - 17.09.2015 10:00 (CEST)","27986","7116","2635","18235"
"17.09.2015 10:00 - 17.09.2015 10:15 (CEST)","28774","7800","2640","18334"
"17.09.2015 10:15 - 17.09.2015 10:30 (CEST)","29475","8427","2643","18405"
"17.09.2015 10:30 - 17.09.2015 10:45 (CEST)","30097","8995","2646","18456"
"17.09.2015 10:45 - 17.09.2015 11:00 (CEST)","30688","9521","2647","18520"
"17.09.2015 11:00 - 17.09.2015 11:15 (CEST)","31210","10004","2633","18573"
"17.09.2015 11:15 - 17.09.2015 11:30 (CEST)","31747","10428","2632","18687"
"17.09.2015 11:30 - 17.09.2015 11:45 (CEST)","32185","10754","2631","18800"
"17.09.2015 11:45 - 17.09.2015 12:00 (CEST)","32491","10904","2628","18959"
"17.09.2015 12:00 - 17.09.2015 12:15 (CEST)","32653","11010","2584","19059"
"17.09.2015 12:15 - 17.09.2015 12:30 (CEST)","32778","11074","2579","19125"
"17.09.2015 12:30 - 17.09.2015 12:45 (CEST)","32798","11037","2573","19188"
"17.09.2015 12:45 - 17.09.2015 13:00 (CEST)","32641","10860","2566","19215"
"17.09.2015 13:00 - 17.09.2015 13:15 (CEST)","32424","10616","2558","19250"
"17.09.2015 13:15 - 17.09.2015 13:30 (CEST)","32091","10309","2546","19236"
"17.09.2015 13:30 - 17.09.2015 13:45 (CEST)","31740","9961","2534","19245"
"17.09.2015 13:45 - 17.09.2015 14:00 (CEST)","31310","9598","2521","19191"
"17.09.2015 14:00 - 17.09.2015 14:15 (CEST)","30919","9206","2490","19223"
"17.09.2015 14:15 - 17.09.2015 14:30 (CEST)","30493","8786","2487","19220"
"17.09.2015 14:30 - 17.09.2015 14:45 (CEST)","30022","8336","2484","19202"
"17.09.2015 14:45 - 17.09.2015 15:00 (CEST)","29532","7922","2478","19132"
"17.09.2015 15:00 - 17.09.2015 15:15 (CEST)","28864","7495","2368","19001"
"17.09.2015 15:15 - 17.09.2015 15:30 (CEST)","28377","7059","2365","18953"
"17.09.2015 15:30 - 17.09.2015 15:45 (CEST)","27927","6622","2362","18943"
"17.09.2015 15:45 - 17.09.2015 16:00 (CEST)","27280","6161","2356","18763"
"17.09.2015 16:00 - 17.09.2015 16:15 (CEST)","26780","5704","2348","18728"
"17.09.2015 16:15 - 17.09.2015 16:30 (CEST)","26249","5218","2335","18696"
"17.09.2015 16:30 - 17.09.2015 16:45 (CEST)","25655","4694","2321","18640"
"17.09.2015 16:45 - 17.09.2015 17:00 (CEST)","24970","4136","2308","18526"
"17.09.2015 17:00 - 17.09.2015 17:15 (CEST)","24296","3561","2309","18426"
"17.09.2015 17:15 - 17.09.2015 17:30 (CEST)","23617","2988","2323","18306"
"17.09.2015 17:30 - 17.09.2015 17:45 (CEST)","22894","2425","2333","18136"
"17.09.2015 17:45 - 17.09.2015 18:00 (CEST)","22174","1909","2343","17922"
"17.09.2015 18:00 - 17.09.2015 18:15 (CEST)","21545","1425","2359","17761"
"17.09.2015 18:15 - 17.09.2015 18:30 (CEST)","20998","981","2376","17641"
"17.09.2015 18:30 - 17.09.2015 18:45 (CEST)","20481","605","2394","17482"
"17.09.2015 18:45 - 17.09.2015 19:00 (CEST)","20106","353","2410","17343"
"17.09.2015 19:00 - 17.09.2015 19:15 (CEST)","19838","186","2429","17223"
"17.09.2015 19:15 - 17.09.2015 19:30 (CEST)","19635","91","2438","17106"
"17.09.2015 19:30 - 17.09.2015 19:45 (CEST)","19454","42","2452","16960"
"17.09.2015 19:45 - 17.09.2015 20:00 (CEST)","19262","15","2467","16780"
"17.09.2015 20:00 - 17.09.2015 20:15 (CEST)","19112","0","2475","16637"
"17.09.2015 20:15 - 17.09.2015 20:30 (CEST)","19037","0","2484","16553"
"17.09.2015 20:30 - 17.09.2015 20:45 (CEST)","18926","0","2495","16431"
"17.09.2015 20:45 - 17.09.2015 21:00 (CEST)","18844","0","2507","16337"
"17.09.2015 21:00 - 17.09.2015 21:15 (CEST)","18762","0","2515","16247"
"17.09.2015 21:15 - 17.09.2015 21:30 (CEST)","18686","0","2520","16166"
"17.09.2015 21:30 - 17.09.2015 21:45 (CEST)","18621","0","2523","16098"
"17.09.2015 21:45 - 17.09.2015 22:00 (CEST)","18585","0","2529","16056"
"17.09.2015 22:00 - 17.09.2015 22:15 (CEST)","18543","0","2535","16008"
"17.09.2015 22:15 - 17.09.2015 22:30 (CEST)","18440","0","2529","15911"
